ProductKey,ProductName,SubCategory,Category,ProductLine,Class,ListPrice,DealerPrice,StandardCost,Color,Size,SizeRange,Weight,ModelName,Status,StartDate,EndDate,Description
337,"Road-650 Black, 62",Road Bikes,Bikes,R,L,782.99,469.794,486.7066,Black,62,60-62 CM,20,Road-650,,01/07/2017,30/06/2018,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
338,"Road-650 Black, 44",Road Bikes,Bikes,R,L,699.0982,419.4589,413.1463,Black,44,42-46 CM,18.77,Road-650,,01/07/2016,30/06/2017,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
339,"Road-650 Black, 44",Road Bikes,Bikes,R,L,782.99,469.794,486.7066,Black,44,42-46 CM,18.77,Road-650,,01/07/2017,30/06/2018,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
340,"Road-650 Black, 48",Road Bikes,Bikes,R,L,699.0982,419.4589,413.1463,Black,48,48-52 CM,19.13,Road-650,,01/07/2016,30/06/2017,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
341,"Road-650 Black, 48",Road Bikes,Bikes,R,L,782.99,469.794,486.7066,Black,48,48-52 CM,19.13,Road-650,,01/07/2017,30/06/2018,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
342,"Road-650 Black, 52",Road Bikes,Bikes,R,L,699.0982,419.4589,413.1463,Black,52,48-52 CM,19.42,Road-650,,01/07/2016,30/06/2017,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
343,"Road-650 Black, 52",Road Bikes,Bikes,R,L,782.99,469.794,486.7066,Black,52,48-52 CM,19.42,Road-650,,01/07/2017,30/06/2018,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
368,"Road-250 Red, 44",Road Bikes,Bikes,R,H,2443.35,1466.01,1518.7864,Red,44,42-46 CM,14.77,Road-250,,01/07/2017,30/06/2018,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
369,"Road-250 Red, 48",Road Bikes,Bikes,R,H,2443.35,1466.01,1518.7864,Red,48,48-52 CM,15.13,Road-250,,01/07/2017,30/06/2018,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
370,"Road-250 Red, 52",Road Bikes,Bikes,R,H,2443.35,1466.01,1518.7864,Red,52,48-52 CM,15.42,Road-250,,01/07/2017,30/06/2018,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
371,"Road-250 Red, 58",Road Bikes,Bikes,R,H,2181.5625,1308.9375,1320.6838,Red,58,54-58 CM,15.79,Road-250,,01/07/2017,30/06/2018,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
372,"Road-250 Red, 58",Road Bikes,Bikes,R,H,2443.35,1466.01,1554.9479,Red,58,54-58 CM,15.79,Road-250,Current,01/07/2018,,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
373,"Road-250 Black, 44",Road Bikes,Bikes,R,H,2181.5625,1308.9375,1320.6838,Black,44,42-46 CM,14.77,Road-250,,01/07/2017,30/06/2018,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
374,"Road-250 Black, 44",Road Bikes,Bikes,R,H,2443.35,1466.01,1554.9479,Black,44,42-46 CM,14.77,Road-250,Current,01/07/2018,,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
375,"Road-250 Black, 48",Road Bikes,Bikes,R,H,2181.5625,1308.9375,1320.6838,Black,48,48-52 CM,15.13,Road-250,,01/07/2017,30/06/2018,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
376,"Road-250 Black, 48",Road Bikes,Bikes,R,H,2443.35,1466.01,1554.9479,Black,48,48-52 CM,15.13,Road-250,Current,01/07/2018,,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
377,"Road-250 Black, 52",Road Bikes,Bikes,R,H,2181.5625,1308.9375,1320.6838,Black,52,48-52 CM,15.42,Road-250,,01/07/2017,30/06/2018,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
378,"Road-250 Black, 52",Road Bikes,Bikes,R,H,2443.35,1466.01,1554.9479,Black,52,48-52 CM,15.42,Road-250,Current,01/07/2018,,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
379,"Road-250 Black, 58",Road Bikes,Bikes,R,H,2181.5625,1308.9375,1320.6838,Black,58,54-58 CM,15.68,Road-250,,01/07/2017,30/06/2018,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
380,"Road-250 Black, 58",Road Bikes,Bikes,R,H,2443.35,1466.01,1554.9479,Black,58,54-58 CM,15.68,Road-250,Current,01/07/2018,,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
584,"Road-750 Black, 58",Road Bikes,Bikes,R,L,539.99,323.994,343.6496,Black,58,54-58 CM,20.79,Road-750,Current,01/07/2018,,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.
604,"Road-750 Black, 44",Road Bikes,Bikes,R,L,539.99,323.994,343.6496,Black,44,42-46 CM,19.77,Road-750,Current,01/07/2018,,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.
605,"Road-750 Black, 48",Road Bikes,Bikes,R,L,539.99,323.994,343.6496,Black,48,48-52 CM,20.13,Road-750,Current,01/07/2018,,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.
606,"Road-750 Black, 52",Road Bikes,Bikes,R,L,539.99,323.994,343.6496,Black,52,48-52 CM,20.42,Road-750,Current,01/07/2018,,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.
560,"Touring-2000 Blue, 60",Touring Bikes,Bikes,T,M,1214.85,728.91,755.1508,Blue,60,60-62 CM,27.9,Touring-2000,Current,01/07/2018,,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
561,"Touring-1000 Yellow, 46",Touring Bikes,Bikes,T,H,2384.07,1430.442,1481.9379,Yellow,46,42-46 CM,25.13,Touring-1000,Current,01/07/2018,,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
562,"Touring-1000 Yellow, 50",Touring Bikes,Bikes,T,H,2384.07,1430.442,1481.9379,Yellow,50,48-52 CM,25.42,Touring-1000,Current,01/07/2018,,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
563,"Touring-1000 Yellow, 54",Touring Bikes,Bikes,T,H,2384.07,1430.442,1481.9379,Yellow,54,54-58 CM,25.68,Touring-1000,Current,01/07/2018,,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
564,"Touring-1000 Yellow, 60",Touring Bikes,Bikes,T,H,2384.07,1430.442,1481.9379,Yellow,60,60-62 CM,25.9,Touring-1000,Current,01/07/2018,,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
565,"Touring-3000 Blue, 54",Touring Bikes,Bikes,T,L,742.35,445.41,461.4448,Blue,54,54-58 CM,29.68,Touring-3000,Current,01/07/2018,,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
566,"Touring-3000 Blue, 58",Touring Bikes,Bikes,T,L,742.35,445.41,461.4448,Blue,58,54-58 CM,29.9,Touring-3000,Current,01/07/2018,,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
567,"Touring-3000 Blue, 62",Touring Bikes,Bikes,T,L,742.35,445.41,461.4448,Blue,62,60-62 CM,30,Touring-3000,Current,01/07/2018,,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
568,"Touring-3000 Yellow, 44",Touring Bikes,Bikes,T,L,742.35,445.41,461.4448,Yellow,44,42-46 CM,28.77,Touring-3000,Current,01/07/2018,,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
569,"Touring-3000 Yellow, 50",Touring Bikes,Bikes,T,L,742.35,445.41,461.4448,Yellow,50,48-52 CM,29.13,Touring-3000,Current,01/07/2018,,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
570,"Touring-3000 Yellow, 54",Touring Bikes,Bikes,T,L,742.35,445.41,461.4448,Yellow,54,54-58 CM,29.42,Touring-3000,Current,01/07/2018,,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
571,"Touring-3000 Yellow, 58",Touring Bikes,Bikes,T,L,742.35,445.41,461.4448,Yellow,58,54-58 CM,29.79,Touring-3000,Current,01/07/2018,,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
572,"Touring-3000 Yellow, 62",Touring Bikes,Bikes,T,L,742.35,445.41,461.4448,Yellow,62,60-62 CM,30,Touring-3000,Current,01/07/2018,,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
573,"Touring-1000 Blue, 46",Touring Bikes,Bikes,T,H,2384.07,1430.442,1481.9379,Blue,46,42-46 CM,25.13,Touring-1000,Current,01/07/2018,,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
574,"Touring-1000 Blue, 50",Touring Bikes,Bikes,T,H,2384.07,1430.442,1481.9379,Blue,50,48-52 CM,25.42,Touring-1000,Current,01/07/2018,,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
575,"Touring-1000 Blue, 54",Touring Bikes,Bikes,T,H,2384.07,1430.442,1481.9379,Blue,54,54-58 CM,25.68,Touring-1000,Current,01/07/2018,,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
576,"Touring-1000 Blue, 60",Touring Bikes,Bikes,T,H,2384.07,1430.442,1481.9379,Blue,60,60-62 CM,25.9,Touring-1000,Current,01/07/2018,,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
577,"Touring-2000 Blue, 46",Touring Bikes,Bikes,T,M,1214.85,728.91,755.1508,Blue,46,42-46 CM,27.13,Touring-2000,Current,01/07/2018,,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
578,"Touring-2000 Blue, 50",Touring Bikes,Bikes,T,M,1214.85,728.91,755.1508,Blue,50,48-52 CM,27.42,Touring-2000,Current,01/07/2018,,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
579,"Touring-2000 Blue, 54",Touring Bikes,Bikes,T,M,1214.85,728.91,755.1508,Blue,54,54-58 CM,27.68,Touring-2000,Current,01/07/2018,,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
585,"Touring-3000 Blue, 44",Touring Bikes,Bikes,T,L,742.35,445.41,461.4448,Blue,44,42-46 CM,28.77,Touring-3000,Current,01/07/2018,,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
586,"Touring-3000 Blue, 50",Touring Bikes,Bikes,T,L,742.35,445.41,461.4448,Blue,50,48-52 CM,29.13,Touring-3000,Current,01/07/2018,,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
459,"Men's Bib-Shorts, S",Bib-Shorts,Clothing,S,,89.99,53.994,37.1209,Multi,,S,,Men's Bib-Shorts,,01/07/2017,30/06/2018,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers."
460,"Men's Bib-Shorts, M",Bib-Shorts,Clothing,S,,89.99,53.994,37.1209,Multi,,M,,Men's Bib-Shorts,,01/07/2017,30/06/2018,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers."
461,"Men's Bib-Shorts, L",Bib-Shorts,Clothing,S,,89.99,53.994,37.1209,Multi,,L,,Men's Bib-Shorts,,01/07/2017,30/06/2018,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers."
223,AWC Logo Cap,Caps,Clothing,S,,8.6442,5.1865,5.7052,Multi,,NA,,Cycling Cap,,01/07/2016,30/06/2017,Traditional style with a flip-up brim; one-size fits all.
224,AWC Logo Cap,Caps,Clothing,S,,8.6442,5.1865,5.2297,Multi,,NA,,Cycling Cap,,01/07/2017,30/06/2018,Traditional style with a flip-up brim; one-size fits all.
225,AWC Logo Cap,Caps,Clothing,S,,8.99,5.394,6.9223,Multi,,NA,,Cycling Cap,Current,01/07/2018,,Traditional style with a flip-up brim; one-size fits all.
462,"Half-Finger Gloves, S",Gloves,Clothing,S,,23.5481,14.1289,9.7136,Black,,S,,Half-Finger Gloves,,01/07/2017,30/06/2018,"Full padding, improved finger flex, durable palm, adjustable closure."
463,"Half-Finger Gloves, S",Gloves,Clothing,S,,24.49,14.694,9.1593,Black,,S,,Half-Finger Gloves,Current,01/07/2018,,"Full padding, improved finger flex, durable palm, adjustable closure."
464,"Half-Finger Gloves, M",Gloves,Clothing,S,,23.5481,14.1289,9.7136,Black,,M,,Half-Finger Gloves,,01/07/2017,30/06/2018,"Full padding, improved finger flex, durable palm, adjustable closure."
465,"Half-Finger Gloves, M",Gloves,Clothing,S,,24.49,14.694,9.1593,Black,,M,,Half-Finger Gloves,Current,01/07/2018,,"Full padding, improved finger flex, durable palm, adjustable closure."
466,"Half-Finger Gloves, L",Gloves,Clothing,S,,23.5481,14.1289,9.7136,Black,,L,,Half-Finger Gloves,,01/07/2017,30/06/2018,"Full padding, improved finger flex, durable palm, adjustable closure."
467,"Half-Finger Gloves, L",Gloves,Clothing,S,,24.49,14.694,9.1593,Black,,L,,Half-Finger Gloves,Current,01/07/2018,,"Full padding, improved finger flex, durable palm, adjustable closure."
468,"Full-Finger Gloves, S",Gloves,Clothing,M,,37.99,22.794,15.6709,Black,,S,,Full-Finger Gloves,,01/07/2017,30/06/2018,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders."
469,"Full-Finger Gloves, M",Gloves,Clothing,M,,37.99,22.794,15.6709,Black,,M,,Full-Finger Gloves,,01/07/2017,30/06/2018,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders."
470,"Full-Finger Gloves, L",Gloves,Clothing,M,,37.99,22.794,15.6709,Black,,L,,Full-Finger Gloves,,01/07/2017,30/06/2018,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders."
226,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,S,,48.0673,28.8404,31.7244,Multi,,S,,Long-Sleeve Logo Jersey,,01/07/2016,30/06/2017,Unisex long-sleeve AWC logo microfiber cycling jersey
227,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,S,,48.0673,28.8404,29.0807,Multi,,S,,Long-Sleeve Logo Jersey,,01/07/2017,30/06/2018,Unisex long-sleeve AWC logo microfiber cycling jersey
228,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,S,,49.99,29.994,38.4923,Multi,,S,,Long-Sleeve Logo Jersey,Current,01/07/2018,,Unisex long-sleeve AWC logo microfiber cycling jersey
229,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,S,,48.0673,28.8404,31.7244,Multi,,M,,Long-Sleeve Logo Jersey,,01/07/2016,30/06/2017,Unisex long-sleeve AWC logo microfiber cycling jersey
230,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,S,,48.0673,28.8404,29.0807,Multi,,M,,Long-Sleeve Logo Jersey,,01/07/2017,30/06/2018,Unisex long-sleeve AWC logo microfiber cycling jersey
231,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,S,,49.99,29.994,38.4923,Multi,,M,,Long-Sleeve Logo Jersey,Current,01/07/2018,,Unisex long-sleeve AWC logo microfiber cycling jersey
232,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,S,,48.0673,28.8404,31.7244,Multi,,L,,Long-Sleeve Logo Jersey,,01/07/2016,30/06/2017,Unisex long-sleeve AWC logo microfiber cycling jersey
233,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,S,,48.0673,28.8404,29.0807,Multi,,L,,Long-Sleeve Logo Jersey,,01/07/2017,30/06/2018,Unisex long-sleeve AWC logo microfiber cycling jersey
234,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,S,,49.99,29.994,38.4923,Multi,,L,,Long-Sleeve Logo Jersey,Current,01/07/2018,,Unisex long-sleeve AWC logo microfiber cycling jersey
235,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,S,,48.0673,28.8404,31.7244,Multi,,XL,,Long-Sleeve Logo Jersey,,01/07/2016,30/06/2017,Unisex long-sleeve AWC logo microfiber cycling jersey
236,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,S,,48.0673,28.8404,29.0807,Multi,,XL,,Long-Sleeve Logo Jersey,,01/07/2017,30/06/2018,Unisex long-sleeve AWC logo microfiber cycling jersey
237,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,S,,49.99,29.994,38.4923,Multi,,XL,,Long-Sleeve Logo Jersey,Current,01/07/2018,,Unisex long-sleeve AWC logo microfiber cycling jersey
488,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing,S,,53.99,32.394,41.5723,Yellow,,S,,Short-Sleeve Classic Jersey,Current,01/07/2018,,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
489,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing,S,,53.99,32.394,41.5723,Yellow,,M,,Short-Sleeve Classic Jersey,Current,01/07/2018,,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
490,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing,S,,53.99,32.394,41.5723,Yellow,,L,,Short-Sleeve Classic Jersey,Current,01/07/2018,,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
491,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing,S,,53.99,32.394,41.5723,Yellow,,XL,,Short-Sleeve Classic Jersey,Current,01/07/2018,,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
445,"Men's Sports Shorts, S",Shorts,Clothing,S,,59.99,35.994,24.7459,Black,,S,,Men's Sports Shorts,,01/07/2017,30/06/2018,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.
453,"Men's Sports Shorts, M",Shorts,Clothing,S,,59.99,35.994,24.7459,Black,,M,,Men's Sports Shorts,,01/07/2017,30/06/2018,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.
454,"Men's Sports Shorts, L",Shorts,Clothing,S,,59.99,35.994,24.7459,Black,,L,,Men's Sports Shorts,,01/07/2017,30/06/2018,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.
455,"Men's Sports Shorts, XL",Shorts,Clothing,S,,59.99,35.994,24.7459,Black,,XL,,Men's Sports Shorts,,01/07/2017,30/06/2018,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.
474,"Women's Mountain Shorts, S",Shorts,Clothing,M,,69.99,41.994,26.1763,Black,,S,,Women's Mountain Shorts,Current,01/07/2018,,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort."
475,"Women's Mountain Shorts, M",Shorts,Clothing,M,,69.99,41.994,26.1763,Black,,M,,Women's Mountain Shorts,Current,01/07/2018,,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort."
476,"Women's Mountain Shorts, L",Shorts,Clothing,M,,69.99,41.994,26.1763,Black,,L,,Women's Mountain Shorts,Current,01/07/2018,,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort."
218,"Mountain Bike Socks, M",Socks,Clothing,M,,9.5,5.7,3.3963,White,,M,,Mountain Bike Socks,,01/07/2016,30/06/2017,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.
219,"Mountain Bike Socks, L",Socks,Clothing,M,,9.5,5.7,3.3963,White,,L,,Mountain Bike Socks,,01/07/2016,30/06/2017,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.
481,"Racing Socks, M",Socks,Clothing,R,,8.99,5.394,3.3623,White,,M,,Racing Socks,Current,01/07/2018,,"Thin, lightweight and durable with cuffs that stay up."
482,"Racing Socks, L",Socks,Clothing,R,,8.99,5.394,3.3623,White,,L,,Racing Socks,Current,01/07/2018,,"Thin, lightweight and durable with cuffs that stay up."
456,"Women's Tights, S",Tights,Clothing,S,,74.99,44.994,30.9334,Black,,S,,Women's Tights,,01/07/2017,30/06/2018,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.
457,"Women's Tights, M",Tights,Clothing,S,,74.99,44.994,30.9334,Black,,M,,Women's Tights,,01/07/2017,30/06/2018,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.
458,"Women's Tights, L",Tights,Clothing,S,,74.99,44.994,30.9334,Black,,L,,Women's Tights,,01/07/2017,30/06/2018,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.
471,"Classic Vest, S",Vests,Clothing,S,,63.5,38.1,23.749,Blue,,S,,Classic Vest,Current,01/07/2018,,"Light-weight, wind-resistant, packs to fit into a pocket."
472,"Classic Vest, M",Vests,Clothing,S,,63.5,38.1,23.749,Blue,,M,,Classic Vest,Current,01/07/2018,,"Light-weight, wind-resistant, packs to fit into a pocket."
473,"Classic Vest, L",Vests,Clothing,S,,63.5,38.1,23.749,Blue,,L,,Classic Vest,Current,01/07/2018,,"Light-weight, wind-resistant, packs to fit into a pocket."
